OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1566468,04092025317,Northside Fish Market,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2020/07/28 00:00:00+00,Food Stand,12134,-78.60062749,35.83624718,M
1566469,04092021635,INTERNATIONAL FOODS DELI,421 CHAPANOKE RD ,STE 140,RALEIGH,NC,27603,(919) 662-5428,2010/12/01 00:00:00+00,Food Stand,12135,-78.65333581,35.73464573,M
1566470,04092030382,Tacos Sanjuan (WCID #656),903 N Smithfield RD ,,KNIGHTDALE,NC,27575,(919) 455-8661,2018/11/29 00:00:00+00,Mobile Food Units,12138,-78.48796476,35.79576936,M
1566471,04092017238,Mediterra,108 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-7851,2016/06/09 00:00:00+00,Restaurant,12158,-78.84948074,35.66266499,M
1566472,04092021868,FOOD LION #1491 PRODUCE,3151-113 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 790-6728,2015/08/27 00:00:00+00,Food Stand,12137,-78.58946217,35.82241942,M
1566473,04092018339,Good Day Good Night,603 W MORGAN ST,,RALEIGH,NC,27603-1829,,2020/03/02 00:00:00+00,Restaurant,12165,-78.64794775,35.77972893,M
1566474,04092018186,Carolina Fish Fry,1566 BENSON RD,,GARNER,NC,27529,(919) 322-2223,2019/09/26 00:00:00+00,Restaurant,12166,-78.60448652,35.68442705,M
1566475,04092018004,Publix 1552 Deli,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018/11/07 00:00:00+00,Restaurant,12177,-78.90353469,35.82487418,M
1566476,04092022013,PAPA'S PIZZA & WINGS,5800-111 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 783-7373,2017/05/01 00:00:00+00,Food Stand,12156,-78.71229258,35.85668505,M
1566477,04092018473,Subway 3152,4003 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 876-2266,2020/10/29 00:00:00+00,Restaurant,12183,-78.61511172,35.8362139,M
1566478,04092018526,Hank's Downtown Dive,111 E CHATHAM ST,A,CARY,NC,27511,,2021/02/10 00:00:00+00,Restaurant,12188,-78.78052303,35.78769406,M
1566479,04092017212,SUBWAY #1119,3130 INTEGRITY DR ,,GARNER,NC,27529,(919) 200-6863,2016/04/29 00:00:00+00,Restaurant,12190,-78.58170053,35.72615531,M
1566480,04092021765,PAPA MURPHY'S NCO33,11721  RETAIL  DR  Ste 105,,WAKE FOREST,NC,27587,(919) 554-9977,2013/10/18 00:00:00+00,Food Stand,12196,-78.5442852,35.96733877,M
1566481,04092017587,MCDONALDS #32336,1001 MORRISVILLE CARPENTER RD ,,MORRISVILLE,NC,27560,(919) 460-7228,2017/05/01 00:00:00+00,Restaurant,12197,-78.84482154,35.81889798,M
1566482,04092018334,Cloud 9 Dining,111 FRIENDLY DR ,,RALEIGH,NC,27607-5463,(919) 327-3800,2020/03/05 00:00:00+00,Restaurant,12202,-78.67544835,35.78839034,M
1566483,04092016599,SMITHFIELD'S CHICKEN N BAR-B-QUE,4000 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 779-0095,2014/01/03 00:00:00+00,Restaurant,12207,-78.58070292,35.72647997,M
1566484,04092018171,Harris Teeter #494 Deli,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Restaurant,12211,-78.81193845,35.78534681,M
1566485,04092017025,THE BERKELEY CAFE,217 W MARTIN ST ,,RALEIGH,NC,27601,(919) 828-9190,2015/09/21 00:00:00+00,Restaurant,12212,-78.64280742,35.77679382,M
1566486,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 00:00:00+00,Restaurant,12214,-78.58532113,35.69803233,M
1566487,04092015079,Subway #41914,841 E Gannon AVE ,,ZEBULON,NC,27597,(919) 269-2699,2008/02/29 00:00:00+00,Restaurant,12225,-78.29634697,35.83128525,M
1566488,04092018295,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2020/01/16 00:00:00+00,Restaurant,12232,-78.74823051,35.76313262,M
1566489,04092017847,Zenfish Morrisville,9924 Chapel Hill RD ,,Morrisville,NC,27560,(919) 234-0914,2018/04/25 00:00:00+00,Restaurant,12240,-78.82063472,35.81480892,M
1566490,04092021980,KANGAROO EXPRESS #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 00:00:00+00,Food Stand,12241,-78.76848558,35.83028196,M
1566491,04092030460,Fuegos (WCID #723),8013 Humie Olive  RD ,,Apex,NC,27502,(919) 810-3733,2020/01/31 00:00:00+00,Mobile Food Units,12242,-78.91471071,35.70350517,M
1566492,04092015755,FIESTA MEXICANA #6,428 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 346-1330,2011/06/17 00:00:00+00,Restaurant,12243,-78.83920922,35.63987917,M
1566493,04092017736,Clean Juice Parkwest,3035 Village Market PL ,,Morrisville,NC,27560,(919) 468-8286,2017/11/14 00:00:00+00,Restaurant,12246,-78.81851309,35.80675172,M
1566494,04092018608,Em's Cafe and Catering,1904 NW MAYNARD RD,103,CARY,NC,27513,(919) 377-8030,2021/04/26 00:00:00+00,Restaurant,12247,-78.79490368,35.79887622,M
1566495,04092017946,MCDONALDS #34433,4980 CARY GLEN BLVD ,,CARY,NC,27519,(919) 462-9904,2018/09/27 00:00:00+00,Restaurant,12253,-78.90188372,35.8192725,M
1566496,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017/06/20 00:00:00+00,Restaurant,12262,-78.77802091,35.78798563,M
1566497,04092011875,Goodberry's,9700 STRICKLAND RD,,RALEIGH,NC,27615-1939,(919) 676-8580,1996/05/17 00:00:00+00,Restaurant,12265,-78.65695874,35.90221401,M
1566498,04092025181,Tastefully Served @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27615,(919) 760-5134,2018/05/11 00:00:00+00,Food Stand,12249,-78.64171063,35.75324624,M
1566499,04092030361,G. G. Southern Kitchen (WCID #547),4620 Malor DR ,,WAKE FOREST,NC,27587,(919) 520-6746,2018/04/25 00:00:00+00,Mobile Food Units,12275,-78.47977194,35.89365618,M
1566500,04092017958,Johnny's Pizza #3,13654 Capital BLVD ,Suite 100,WAKE FOREST,NC,27587,(919) 556-0550,2018/10/03 00:00:00+00,Restaurant,12279,-78.51867461,36.00548951,M
1566501,04092015586,WELLS FARGO  CAFE,1100 CORPORATE CENTER DR ,,RALEIGH,NC,27607-5066,(919) 852-7720,2010/03/29 00:00:00+00,Restaurant,12283,-78.73483567,35.80060497,M
1566502,04092017497,TOBACCO ROAD,505 W JONES ST ,,RALEIGH,NC,27603,(919) 301-8793,2016/12/28 00:00:00+00,Restaurant,12297,-78.64644507,35.78205613,M
1566503,04092300260,COMPARE FOODS MARKET,301 E WILLIAMS ST ,,APEX,NC,27502-2146,(919) 362-7949,2013/01/24 00:00:00+00,Meat Market,12300,-78.85082083,35.72639685,M
1566504,04092018562,Jersey Mike's Subs #3157 ,1009 Stadium DR ,STE 116,WAKE FOREST,NC,27587,(919) 277-0623,2021/03/19 00:00:00+00,Restaurant,12306,-78.52990327,35.98957106,M
1566505,04092025330,Refuel 114,13250 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 554-3148,2020/11/17 00:00:00+00,Food Stand,12317,-78.56042268,35.94164077,M
1566506,04092016289,MCDONALDS #32822,7301 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 846-9903,2012/11/16 00:00:00+00,Restaurant,12323,-78.6463992,35.87989927,M
1566507,04092021568,HARRIS TEETER #367 PRODUCE,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009/05/15 00:00:00+00,Food Stand,12325,-78.54281974,35.94700335,M
1566508,04092030422,Yussy's Kitchen (WCID #711),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,,2019/05/30 00:00:00+00,Mobile Food Units,12328,-78.63902655,35.752054,M
1566509,04092017953,Matsu Hibachi & Sushi,"4551 New Bern  Ave, Ste 130",,RALEIGH,NC,27610,(919) 212-6666,2018/10/04 00:00:00+00,Restaurant,12345,-78.55807015,35.79980588,M
1566510,04092018338,The Optimist,1000-109 Brookside DR ,,RALEIGH,NC,27604,(919) 896-8988,2020/03/19 00:00:00+00,Restaurant,12344,-78.62506199,35.79200622,M
1566511,04092021985,DOMINO'S #5500,3677  NEW BERN AVE ,,RALEIGH,NC,27610,(919) 231-6007,2016/11/07 00:00:00+00,Food Stand,12346,-78.57923704,35.79885313,M
1566512,04092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,,CARY,NC,27513,(919) 234-0822,2016/10/14 00:00:00+00,Restaurant,12347,-78.77007317,35.83116175,M
1566513,04092018570,Wendy's,4750 Capital BLVD ,,RALEIGH,NC,27616,(919) 976-9228,2021/03/23 00:00:00+00,Restaurant,12362,-78.57990167,35.85030189,M
1566514,04092030538,Taqueria La Capital (WCID #827),3505 CAPITAL BLVD,,RALEIGH,NC,27604,(984) 789-6896,2021/05/18 00:00:00+00,Mobile Food Units,12378,-78.58692952,35.82783582,M
1566515,04092018290,V PIZZA,1389 Kildaire Farm RD ,,CARY,NC,27511,(919) 650-1821,2020/01/14 00:00:00+00,Restaurant,12389,-78.78276201,35.75907973,M
1566516,04092040357,Charlie C's Hot Dogs on Wheels #2 (WCID #633),3525 Old US 1 HWY ,10am-3pm ,New Hill,NC,27562,(919) 366-5703,2018/04/18 00:00:00+00,Pushcarts,12401,-78.9344958,35.68096162,M
1566517,04092015690,PANDA WOK,8521  CANTILEVER WAY ,Ste 105,RALEIGH,NC,27613,(919) 792-2588,2010/08/12 00:00:00+00,Restaurant,12408,-78.73779147,35.88567278,M
1566518,04092014673,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2006/09/06 00:00:00+00,Restaurant,12412,-78.78374109,35.78994545,M
1566519,04092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/10/13 00:00:00+00,Restaurant,12414,-78.81120699,35.8045716,M
1566520,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015/10/15 00:00:00+00,Restaurant,12418,-78.80353813,35.60445873,M
1566521,04092016181,LA BRAZA RESTAURANT,4000 ATLANTIC AVE ,STE 164,RALEIGH,NC,27604,(919) 872-8482,2012/05/10 00:00:00+00,Restaurant,12420,-78.60078267,35.83795823,M
1566522,04092016365,SHEETZ #507,7900 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 329-0707,2013/01/30 00:00:00+00,Restaurant,12442,-78.69847972,35.66673892,M
1566523,04092015231,Brueggers Bagel #3771,4212 NW CARY PKY ,,CARY,NC,27513,(919) 463-5563,2008/09/30 00:00:00+00,Restaurant,12447,-78.82705749,35.79085045,M
1566524,04092021397,Harris Teeter #138 Produce,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 00:00:00+00,Food Stand,12448,-78.85187583,35.79044843,M
1566525,04092018564,Wendy's #9393,1020 Timber DR E ,,GARNER,NC,27529,(919) 457-9999,2021/03/24 00:00:00+00,Restaurant,12465,-78.58031768,35.68908356,M
1566526,04092021979,NW MEZZANINE CONCESSIONS REYNOLDS,241 DUNN AVE ,,RALEIGH,NC,27695,,2016/09/08 00:00:00+00,Food Stand,12460,0,0,U
1566527,04092016357,TAZIKI'S,302 COLONADES  WAY ,Ste 201,CARY,NC,27518,(919) 415-0447,2013/01/28 00:00:00+00,Restaurant,12469,-78.77756307,35.73853619,M
1566528,04092017253,42 & LAWRENCE,134 E MARTIN ST ,,RALEIGH,NC,27601,(919) 322-1668,2016/07/01 00:00:00+00,Restaurant,12473,-78.63713929,35.77657388,M
1566529,04092016746,WELCOME MART,3252 AUBURN KNIGHTDALE ROAD,,RALEIGH,NC,27610,(919) 771-1530,2014/08/29 00:00:00+00,Restaurant,12476,-78.51969036,35.71972403,M
1566530,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010/11/18 00:00:00+00,Restaurant,12482,-78.55981965,35.9407555,M
1566531,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 00:00:00+00,Meat Market,12487,-78.65023656,35.89889154,M
1566532,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 00:00:00+00,Restaurant,12494,-78.54195397,35.98159422,M
1566533,04092021457,USA Baseball Concession Stand,250 Brooks Park LN ,,CARY,NC,27519,(919) 387-5844,2007/06/14 00:00:00+00,Food Stand,12500,-78.89258988,35.79722243,M
1566534,04092013020,La Farm Bakery,4248 NW CARY PKY ,,CARY,NC,27513-8478,(919) 657-0657,1999/10/13 00:00:00+00,Restaurant,12508,-78.82751464,35.79057556,M
1566535,04092013236,Reale,2805 Highwoods Blv ,,RALEIGH,NC,27604-1002,(919) 872-3500,2000/11/27 00:00:00+00,Restaurant,12509,-78.60147759,35.81782808,M
1566536,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 00:00:00+00,Food Stand,12519,-78.68223183,35.90105252,M
1566537,04092018619,Yemen Arab Restaurant,3933 WESTERN BLVD,,RALEIGH,NC,27606,(919) 703-0004,2021/05/04 00:00:00+00,Restaurant,12527,-78.69268901,35.78366523,M
1566538,04092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,,RALEIGH,NC,27617,(984) 244-7218,2016/06/02 00:00:00+00,Restaurant,12517,-78.78526235,35.90870808,M
1566539,04092017907,Fresko Greek Kitchen,2310 Bale ST ,,RALEIGH,NC,27608,(919) 673-3974,2018/08/21 00:00:00+00,Restaurant,12529,-78.62748278,35.81292611,M
1566540,04092021614,COMMUNITY DELI,901 OBERLIN  RD ,,RALEIGH,NC,27605,(919) 896-6810,2010/05/26 00:00:00+00,Food Stand,12534,-78.6612351,35.7956254,M
1566541,04092018030,Randys Pizza,13200 FALLS OF NEUSE RD ,STE 161-163,RALEIGH,NC,27614,(919) 554-1000,2019/01/22 00:00:00+00,Restaurant,12544,-78.55981965,35.9407555,M
1566542,04092022011,SPROUTS #540 DELI,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 00:00:00+00,Food Stand,12553,-78.60286042,35.90143714,M
1566543,04092015923,Jubala Coffee,8450-104 HONEYCUTT  RD ,,RALEIGH,NC,27615,(919) 758-8330,2011/03/25 00:00:00+00,Restaurant,12538,-78.62255458,35.89538596,M
1566544,04092021589,WALMART DELI #3889,3151 APEX PEAKWAY ,,APEX,NC,27502,(919) 362-3737,2009/10/05 00:00:00+00,Food Stand,12554,-78.84319631,35.71473596,M
1566545,04092300258,JERUSALEM MEAT MARKET,2233 AVENT FERRY RD ,STE 101,RALEIGH,NC,27606,(919) 821-5499,2012/07/20 00:00:00+00,Meat Market,12561,-78.67605091,35.77835817,M
1566546,04092018581,Wendy's,790 W Williams ST ,,APEX,NC,27502,(919) 367-9483,2021/03/23 00:00:00+00,Restaurant,12563,-78.86423063,35.73836329,M
1566547,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014/09/05 00:00:00+00,Restaurant,12564,-78.783798,35.75917392,M
1566548,04092021578,CRISP,4325 GLENWOOD AVE ,STE 2038,RALEIGH,NC,27612,(919) 787-9257,2009/09/15 00:00:00+00,Food Stand,12565,-78.68184484,35.84183815,T
1566549,04092030524,El Sazon De Mi Tierra #2 (WCID #810),2929 Capital BLVD ,,Raleigh ,NC,27604,(919) 221-4983,2021/03/02 00:00:00+00,Mobile Food Units,12574,-78.59462423,35.81991828,M
1566550,04092013082,1853 Grille,1025 BLUE RIDGE RD ,,RALEIGH,NC,27607-3902,(919) 524-2401,1999/11/01 00:00:00+00,Restaurant,12580,-78.71510697,35.79630808,M
1566551,04092016559,KING CHINESE BUFFET,1029 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 567-8989,2013/11/05 00:00:00+00,Restaurant,12586,-78.78267467,35.59365948,M
1566552,04092018322,TEDDY'S PIZZA & PASTA,5563 WESTERN BLVD ,STE 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,2020/02/13 00:00:00+00,Restaurant,12592,-78.72051017,35.78412594,M
1566553,04092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015/07/14 00:00:00+00,Food Stand,12598,-78.63053647,35.8074913,M
1566554,04092018223,Jumbo China,404-183 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 546-8858,2019/11/07 00:00:00+00,Restaurant,12570,-78.62593575,35.82034681,M
1566555,04092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,Suite 150,RALEIGH,NC,27614,,2020/12/07 00:00:00+00,Restaurant,12599,-78.56176411,35.94053786,M
1566556,04092017702,Tropical Smoothie Cafe,1009-120 Stadium DR ,,WAKE FOREST,NC,27587,(919) 371-4358,2017/10/05 00:00:00+00,Restaurant,12594,-78.52993342,35.99015656,M
1566557,04092016929,41 Hundred,4100 MAIN AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-8773,2015/05/22 00:00:00+00,Restaurant,12608,-78.64382291,35.83596182,M
1566558,04092018541,Chai's Asian Bistro,8347 CREEDMOOR  RD ,,RALEIGH,NC,27613,(919) 341-3715,2021/02/22 00:00:00+00,Restaurant,12610,-78.68223183,35.90105252,M
1566559,04092018266,WOK ON FIRE,1216 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0888,2019/12/16 00:00:00+00,Restaurant,12616,-78.88929435,35.84836238,M
1566560,04092025282,Alimentari,500 E DAVIE ST,Suite 136,RALEIGH,NC,27601,(919) 316-0468,2019/09/17 00:00:00+00,Restaurant,12617,-78.63206132,35.77487463,M
1566561,04092018110,Himalayan Grill and Bar,1207 KILDAIRE FARM RD,J,CARY,NC,27511-7704,(919) 377-0117,2019/06/06 00:00:00+00,Restaurant,12619,-78.78219496,35.76380548,M
1566562,04092110537,North Ridge Elementary School Cafeteria,7120 HARPS MILL RD,,RALEIGH,NC,27615-5322,(919) 870-4100,2019/08/14 00:00:00+00,Public School Lunchrooms,12620,-78.62266331,35.88122394,M
1566563,04092017772,A Place at the Table,300 W Hargett ST ,Suite 50,RALEIGH,NC,27601,(919) 307-8914,2018/01/05 00:00:00+00,Restaurant,12632,-78.64406686,35.77885883,M
1566564,04092018614,The Muse Coffee Co.,225  Timber DR ,,Garner,NC,27529,(434) 941-8762,2021/04/12 00:00:00+00,Restaurant,12633,-78.60613102,35.68500723,M
1566565,04092015864,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 747-9233,2011/01/03 00:00:00+00,Restaurant,12649,-78.62166097,35.89510574,M
1566566,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),929 HERITAGE LAKE RD ,,WAKE FOREST,NC,27587,(919) 749-1030,2014/09/17 00:00:00+00,Mobile Food Units,12657,-78.50377701,35.94688449,M
1566567,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 00:00:00+00,Food Stand,12658,-78.7615544,35.74559939,M
1566568,04092030338,454 GRILL (WCID # 605),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 805-2992,2017/06/27 00:00:00+00,Mobile Food Units,12660,-78.7114342,35.63398295,M
1566569,04092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013/09/24 00:00:00+00,Restaurant,12656,-78.7815933,35.59256046,M
1566570,04092025302,PIZZA HUT #36600,3116 HILLSBOROUGH ST ,STE 103,RALEIGH,NC,27607,(919) 833-1213,2019/12/12 00:00:00+00,Food Stand,12661,-78.67828811,35.79041744,M
1566571,04092017234,BURGER 21,6196 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 900-8807,2016/05/31 00:00:00+00,Restaurant,12669,-78.6187408,35.86627943,M
1566572,04092014945,Hardee's #1205,2304 Gorman ST ,,RALEIGH,NC,27606,(919) 233-8287,2007/09/14 00:00:00+00,Restaurant,12673,-78.69461171,35.76740498,M
1566573,04092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 377-8572,2015/08/11 00:00:00+00,Restaurant,12675,-78.78193974,35.75976658,M
1566574,04092016999,BAWARCHI,9601 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 439-7070,2015/07/29 00:00:00+00,Restaurant,12676,-78.8106566,35.8060206,M
1566575,04092040170,A TASTE OF NEW YORK #2 (WCID #019),330 S SALISBURY ST ,300 BLOCK S SALISBURY ST ,RALEIGH,NC,27602,(919) 846-9863,2005/07/25 00:00:00+00,Pushcarts,12678,-78.6411193,35.77632989,M
1566576,04092016071,BURGER KING #2983,6500 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 322-2199,2011/12/19 00:00:00+00,Restaurant,12683,-78.70639613,35.85939254,M
1566577,04092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 577-1110,2013/06/13 00:00:00+00,Restaurant,12693,-78.71389299,35.63477583,M
1566578,04092015697,Subway,10130 Green Level Church  Rd Suite 300,,CARY,NC,27519,(919) 460-9422,2010/08/03 00:00:00+00,Restaurant,12697,-78.90107787,35.82060358,M
1566579,04092017687,Pho Sure,7451 Six Forks RD ,,RALEIGH,NC,27615,(919) 745-1168,2017/09/27 00:00:00+00,Restaurant,12698,-78.64725808,35.88069032,M
1566580,04092015927,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011/03/31 00:00:00+00,Restaurant,12701,-78.68200551,35.85879117,M
1566581,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 00:00:00+00,Restaurant,12703,-78.76145615,35.59674702,M
1566582,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 00:00:00+00,Restaurant,12704,-78.70563279,35.80134843,M
1566583,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 00:00:00+00,Restaurant,12706,-78.67772751,35.84277362,M
1566584,04092018387,Dunkin #358642,1500 DUNN RD,,RALEIGH,NC,27614,,2020/06/23 00:00:00+00,Restaurant,12709,-78.58619433,35.92539994,M
1566585,04092014863,Life Cafe,1700 Regency PKY ,,CARY,NC,27511,(919) 460-8340,2007/05/09 00:00:00+00,Restaurant,12713,-78.78729265,35.73332654,M
1566586,04092018588,Wendy's,7460 Louisburg RD ,,RALEIGH,NC,27616,(919) 713-0810,2021/03/24 00:00:00+00,Restaurant,12714,-78.53977,35.87454018,M
1566587,04092025258,The Factory Ballfields Concession Stand,1845 Grandmark Street ,,WAKE FOREST ,NC,27587,,2019/04/30 00:00:00+00,Food Stand,12717,-78.52343343,35.94940141,M
1566588,04092018379,Chipotle Mexican Grill - Garner,4203 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 662-8393,2020/06/05 00:00:00+00,Restaurant,12718,-78.65202042,35.72206935,M
1566589,04092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 569-6714,2010/06/14 00:00:00+00,Restaurant,12720,-78.4951784,35.96732914,M
1566590,04092016061,MCDONALD'S # 16326,2900 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3625,2011/12/09 00:00:00+00,Restaurant,12725,-78.37967246,35.79229956,M
1566591,04092018478,The Iron Lantern,2829 WENDELL BLVD,,WENDELL,NC,27591-6904,,2020/11/05 00:00:00+00,Restaurant,12728,-78.38037181,35.79568777,M
1566592,04092030234,CHICK-N-QUE II (WCID #425),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2011/12/20 00:00:00+00,Mobile Food Units,12735,-78.49336017,35.79721176,M
1566593,04092021939,DONOVAN'S DISH,800 W WILLIAMS ST ,STE 112,APEX,NC,27502,(919) 651-8309,2016/02/08 00:00:00+00,Food Stand,12740,-78.86480181,35.73964723,M
1566594,04092021763,SHEETZ #525,10700 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 426-0073,2013/10/18 00:00:00+00,Food Stand,12744,-78.83609523,35.8469155,M
1566595,04092017997,Applebee's Grill & Bar,501 E Six Forks RD ,,RALEIGH,NC,27609-7889,(919) 856-9030,2018/12/13 00:00:00+00,Restaurant,12745,-78.62327835,35.81997806,M
1566596,04092030370,Woodpile BBQ (WCID #646),1120 Sandrock LN ,,WENDELL,NC,27591,(919) 365-9663,2018/08/28 00:00:00+00,Mobile Food Units,12748,-78.41733858,35.77529756,M
1566597,04092021593,Fairgrounds Deli,1025 BLUE RIDGE RD ,,RALEIGH,NC,27607,(919) 899-3532,2009/11/02 00:00:00+00,Food Stand,12752,-78.71510697,35.79630808,M
1566598,04092021821,LITTLE CAESAR'S #85,6727-B KNIGHTDALE BLVD.,,KNIGHTDALE,NC,27545,(919) 665-6781,2014/12/04 00:00:00+00,Food Stand,12742,-78.50310777,35.79761688,M
1566599,04092013163,Divots Grill,180 JAKE MAY DR,,WENDELL,NC,27591-9589,(919) 365-7337,2000/06/09 00:00:00+00,Restaurant,12763,-78.38670899,35.77109192,M
1566600,04092050019,Chesterbrook Academy Foodservice,130 TOWNE VILLAGE DR ,,CARY,NC,27513-8908,(919) 319-9622,2000/08/16 00:00:00+00,Private School Lunchrooms,12765,-78.83865108,35.78326671,M
1566601,04092018163,DUNKIN' #347603,13240 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 890-0089,2019/08/28 00:00:00+00,Restaurant,12774,-78.72644553,35.90762735,M
1566602,04092020959,Food Lion #1459 Deli,1508 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-1000,2000/07/01 00:00:00+00,Food Stand,12766,-78.80356197,35.60352165,T
1566603,04092018609,Brus On Main,135 S MAIN ST,,FUQUAY VARINA,NC,27526,(984) 225-2035,2021/04/26 00:00:00+00,Restaurant,12781,-78.79933047,35.58320307,M
1566604,04092018567,Wendy's,1374 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-0139,2021/03/24 00:00:00+00,Restaurant,12785,-78.77582077,35.59164945,M
1566605,04092015580,CHINA PEARL CHINESE RESTAURANT,2841 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 851-0358,2010/03/17 00:00:00+00,Restaurant,12800,-78.73773412,35.74361197,M
1566606,04092017733,BELLA ITALIA PIZZERIA,109 CAPCOM AVE ,SUITE 5,WAKE FOREST,NC,27587-6515,(919) 554-9404,2017/11/20 00:00:00+00,Restaurant,12808,-78.52881225,35.95086253,T
1566607,04092030431,Green Bubbles (WCID #717),1195 W CHATHAM ST,,CARY,NC,27513-5257,(919) 525-0585,2019/07/29 00:00:00+00,Mobile Food Units,12813,-78.80690314,35.77079471,M
